"date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence","year","passenger.x","passenger.y","passenger"
"16-MAR-1936","Junkers Ju-52/3m","OE-LAL","ÖLAG","0","Saualpe",NA,NA,"A1",1,"1936",NA,NA,NA
"26-MAR-1936","Ford 5-AT-B Tri-Motor","X-ABCO","Mexicana","14","Amecameca de...",NA,NA,"A1",1,"1936",NA,NA,NA
"31-MAR-1936","Ford 5-AT-D Tri-Motor","25","CNAC","0","Nanking Airp...",NA,NA,"A1",1,"1936",NA,NA,NA
"07-APR-1936","Douglas DC-2-112","NC13721","TWA","12","Fairchance, PA",NA,NA,"A1",1,"1936",NA,NA,NA
"11-APR-1936","Sikorsky S-42","NC822M","Pan Am","3","Port of Spain",NA,NA,"A2",1,"1936",NA,NA,NA
"17-APR-1936","Junkers Ju-52/3m","D-ASOR","Deutsche Lufthansa","3","Orvin (Ilfin...",NA,NA,"A1",1,"1936",NA,NA,NA
"20-APR-1936","Douglas DC-2-115K","OK-AIA","CLS","0","Elburg",NA,NA,"A1",1,"1936",NA,NA,NA
"08-MAY-1936","Lioré-et-Olivier H.242/1","F-ANQG","Air France","0","Algerian coast",NA,NA,"A1",1,"1936",NA,NA,NA
"31-MAY-1936","Douglas DC-2-172","NC14979","TWA","0","Chicago Muni...",NA,NA,"A1",1,"1936",NA,NA,NA
"??-MAY-1936","Junkers G.31fo","D-ABIL","Reichsluftfahrt-Ministerium",NA,"",NA,NA,"A1",1,"1936",NA,NA,NA
"09-JUN-1936","Fokker F.XXII","SE-ABA","AB Aerotransport","2","Malmö-Bullto...",NA,NA,"A1",1,"1936",NA,NA,NA
"16-JUN-1936","Junkers Ju-52/3m","LN-DAE","DNL","7","Mount Lihest...",NA,NA,"A1",1,"1936",NA,NA,NA
"09-JUL-1936","Curtiss Condor 18","NC728K","Chamberlin Flying Service","0","Terre Haute-...",NA,NA,"O1",1,"1936",NA,NA,NA
"22-JUL-1936","Douglas C-33 (DC-2)","unknown","USAAC",NA,"Dunreith, IN",NA,NA,"A1",1,"1936",NA,NA,NA
"26-JUL-1936","Junkers G.38di","D-AZUR","Deutsche Lufthansa","0","Dessau",NA,NA,"A1",1,"1936",NA,NA,NA
"29-JUL-1936","Curtiss T-32C Condor II","2","LAN Chile","0","Copiapó Airp...",NA,NA,"A1",1,"1936",NA,NA,NA
"08-AUG-1936","Ford 4-AT-B Tri-Motor","NC5811","Private","0","Hundred, WV",NA,NA,"A1",1,"1936",NA,NA,NA
"12-AUG-1936","de Havilland DH.86 Express","G-ADEB","British Airways","2","Altenkirchen",NA,NA,"A1",1,"1936",NA,NA,NA
"13-AUG-1936","Curtiss AT-32A Condor II","NC12392","American Airlines",NA,"Glendale, CA",NA,NA,"U1",1,"1936",NA,NA,NA
"22-AUG-1936","Short S.17 Kent","G-ABFA","Imperial Airways","2","Mirabella Ba...",NA,NA,"A1",1,"1936",NA,NA,NA
"15-SEP-1936","de Havilland DH.86A Express","G-ADYF","British Airways","3","London-Gatwi...",NA,NA,"A1",1,"1936",NA,NA,NA
"19-SEP-1936","Junkers Ju-52/3mfe","D-AJUX","Deutsche Lufthansa",NA,"Frankfurt",NA,NA,"A1",1,"1936",NA,NA,NA
"24-SEP-1936","CANT Z.506","I-RODI","Ala Littoria","9","Benghazi",NA,NA,"A1",1,"1936",NA,NA,NA
"29-SEP-1936","Armstrong Whitworth AW.15 Atalanta","G-ABTK","Imperial Airways","0","Delhi",NA,NA,"O1",1,"1936",NA,NA,NA
"10-OCT-1936","Douglas DC-2-118B","NC14273","Panagra","3","San José Pinula",NA,NA,"A1",1,"1936",NA,NA,NA
"01-NOV-1936","Junkers Ju-52/3mge","D-APOO","Deutsche Lufthansa","11","Tabarz",NA,NA,"A1",1,"1936",NA,NA,NA
"04-NOV-1936","Junkers Ju-52/3mge","22-74","HISMA",NA,"Madrid",NA,NA,"C1",1,"1936",NA,NA,NA
"17-NOV-1936","Junkers Ju-52/3mge","D-ASUI","Deutsche Lufthansa","4","Lauf an der ...",NA,NA,"A1",1,"1936",NA,NA,NA
"28-NOV-1936","Junkers Ju-52/3m","D-ATAK","Deutsche Lufthansa",NA,"Hannover",NA,NA,"A1",1,"1936",NA,NA,NA
"04-DEC-1936","Junkers Ju-52/3m","D-ASIH","Deutsche Lufthansa","6","Le Grand-Bor...",NA,NA,"A1",1,"1936",NA,NA,NA
"09-DEC-1936","Douglas DC-2-115E","PH-AKL","KLM","15","London-Croyd...",NA,NA,"A1",1,"1936",NA,NA,NA
"19-DEC-1936","Douglas DC-2-112","NC13732","North American Aviation, op.for Eastern Air Lines","0","Milford, PA",NA,NA,"A1",1,"1936",NA,NA,NA
"25-DEC-1936","Douglas DC-2-118A","28","CNAC",NA,"Chengtu",NA,NA,"A1",1,"1936",NA,NA,NA
"28-DEC-1936","Short S.8 Calcutta","G-EBVG","Imperial Airways","0","Mirabellou G...",NA,NA,"O1",1,"1936",NA,NA,NA
"28-DEC-1936","Douglas DC-2-118B","24","CNAC",NA,"Nanking Airp...",NA,NA,"A2",1,"1936",NA,NA,NA
"??-???-1936","Curtiss BT-32C Condor II","OB-11D","Cóndor Peruana de Aviación",NA,"Pias",NA,NA,"A1",1,"1936",NA,NA,NA
"20-JAN-1937","Ford 5-AT-C Tri-Motor","NC422H","DePonti Aviation Company","0","Sioux City, IA",NA,NA,"O1",1,"1937",NA,NA,NA
"26-JAN-1937","Sabca Savoia-Marchetti S.73P","OO-AGR","Sabena","12","Oran-es Seni...",NA,NA,"A1",1,"1937",NA,NA,NA
"09-FEB-1937","Douglas DC-3A-197","NC16073","United Airlines","11","San Francisc...",NA,NA,"A1",1,"1937",NA,NA,NA
"18-FEB-1937","Douglas DC-2-112","NC13734","Eastern Air Lines",NA,"Atlanta, GA",NA,NA,"A1",1,"1937",NA,NA,NA
"16-MAR-1937","de Havilland DH.86 Express","G-ACVZ","Imperial Airways","3","Elsdorf",NA,NA,"A1",1,"1937",NA,NA,NA
"24-MAR-1937","Short S.23 Empire Flying Boat Mk I","G-ADVA","Imperial Airways","5","Ouroux",NA,NA,"A1",1,"1937",NA,NA,NA
"25-MAR-1937","Douglas DC-2-112","NC13730","TWA","13","Clifton, PA",NA,NA,"A1",1,"1937",NA,NA,NA
"??-MAR-1937","Douglas DC-2-115B","EC-AGK","LAPE",NA,"Valencia",NA,NA,"A1",1,"1937",NA,NA,NA
"??-MAR-1937","Douglas DC-2-115B","EC-AAY","LAPE",NA,"unknown",NA,NA,"U1",1,"1937",NA,NA,NA
"01-APR-1937","Ford 5-AT-C Tri-Motor","NC8410","Star Air Service","0","Lake Spenard...",NA,NA,"A1",1,"1937",NA,NA,NA
"03-APR-1937","Douglas DC-3-194B","PH-ALP","KLM","8","McNary, AZ",NA,NA,"A1",1,"1937",NA,NA,NA
"06-APR-1937","Douglas DC-2-115M","EC-BFF","LAPE","0","Santander-La...",NA,NA,"C1",1,"1937",NA,NA,NA
"06-APR-1937","Junkers Ju-52/3mg3e","33+K39","German AF",NA,"Liegnitz",NA,NA,"A1",1,"1937",NA,NA,NA
"07-MAY-1937","Douglas C-33 (DC-2)","36-81","USAAC",NA,"Clay Springs...",NA,NA,"A1",1,"1937",NA,NA,NA
"29-MAY-1937","Ford 4-AT-B Tri-Motor","NC8404","Private","0","Belleville, IL",NA,NA,"A1",1,"1937",NA,NA,NA
"31-MAY-1937","Handley Page HP.42E","G-AAXE","Imperial Airways","0","Karachi",NA,NA,"O1",1,"1937",NA,NA,NA
"02-JUN-1937","Sikorsky S-43","No. 2","Chilean AF","9","Ancud",NA,NA,"A1",1,"1937",NA,NA,NA
"16-JUN-1937","Junkers Ju-52/3msai","ZS-AKY","South African Airways","1","Johannesburg...",NA,NA,"A1",1,"1937",NA,NA,NA
"28-JUL-1937","Douglas DC-2-115L","PH-ALF","KLM","15","Beert",NA,NA,"A1",1,"1937",NA,NA,NA
"01-AUG-1937","Junkers Ju-52/3m","XVIII","Eurasia",NA,"Kunming",NA,NA,"A1",1,"1937",NA,NA,NA
"02-AUG-1937","Sikorsky S-43B","NC15065","Panagra","14","Cristóbal",NA,NA,"A1",1,"1937",NA,NA,NA
"02-AUG-1937","Savoia-Marchetti S.73","I-SUSA","Ala Littoria","9","Wadi Halfa A...",NA,NA,"A1",1,"1937",NA,NA,NA
"06-AUG-1937","Douglas DC-2-152","URSS-M25","Aeroflot / International","6","Herina, Bist...",NA,NA,"A1",1,"1937",NA,NA,NA
"08-AUG-1937","Sikorsky S-43W","NC16930","CNAC","3","Chilang Poin...",NA,NA,"A1",1,"1937",NA,NA,NA
"10-AUG-1937","Douglas DC-2-112","NC13739","Eastern Air Lines","4","Daytona Beac...",NA,NA,"A1",1,"1937",NA,NA,NA
"21-AUG-1937","Ford 5-AT-C Tri-Motor","NR9648","Republic Oil Co.","0","Fairbanks, AK",NA,NA,"A1",1,"1937",NA,NA,NA
"23-AUG-1937","Douglas DC-2-118A","NC14298","Panagra","3","San Luis, SL",NA,NA,"A1",1,"1937",NA,NA,NA
"27-SEP-1937","Curtiss T-32C Condor II","NC12364","Private","0","New York-Flo...",NA,NA,"O1",1,"1937",NA,NA,NA
"27-SEP-1937","Curtiss AT-32B Condor II","NC12394","American Airlines","0","New York-Flo...",NA,NA,"O1",1,"1937",NA,NA,NA
"27-SEP-1937","Curtiss AT-32D Condor II","NC12397","American Airlines","0","",NA,NA,"O1",1,"1937",NA,NA,NA
"28-SEP-1937","Ford 5-AT-B Tri-Motor","LG-AAE","TACA Guatemala",NA,"Puerto Cabezas",NA,NA,"A1",1,"1937",NA,NA,NA
"01-OCT-1937","Short S.23 Empire Flying Boat Mk I","G-ADVC","Imperial Airways","3","Faliro Bay",NA,NA,"A1",1,"1937",NA,NA,NA
"06-OCT-1937","Douglas DC-3-194B","PH-ALS","KLM","4","Palembang-Ta...",NA,NA,"A1",1,"1937",NA,NA,NA
"17-OCT-1937","Douglas DC-3A-197","NC16074","United Airlines","19","Knight, WY",NA,NA,"A1",1,"1937",NA,NA,NA
"25-OCT-1937","Junkers Ju-52/3m","S2+PO","German AF",NA,"Tutow",NA,NA,"A1",1,"1937",NA,NA,NA
"27-OCT-1937","Dewoitine D.333","F-ANQA","Air France","6","El Jadida",NA,NA,"A1",1,"1937",NA,NA,NA
"16-NOV-1937","Junkers Ju-52/3mge","OO-AUB","Sabena","11","Stene Airfield",NA,NA,"A1",1,"1937",NA,NA,NA
"23-NOV-1937","Douglas DC-2-115D","SP-ASJ","LOT","6","Pirin Mountains",NA,NA,"A1",1,"1937",NA,NA,NA
"26-NOV-1937","Junkers Ju-52/3mfe","D-AGAV","Deutsche Lufthansa","3","London-Croyd...",NA,NA,"A1",1,"1937",NA,NA,NA
"??-NOV-1937","Junkers Ju-52/3mge","D-AFYV","DVL",NA,"Roggentin",NA,NA,"A1",1,"1937",NA,NA,NA
"05-DEC-1937","Short S.23 Empire Flying Boat Mk I","G-ADUZ","Imperial Airways","2","Brindisi",NA,NA,"A1",1,"1937",NA,NA,NA
"08-DEC-1937","Potez 621","F-AOTZ","Air France","2","Valence, Drôme",NA,NA,"A1",1,"1937",NA,NA,NA
"15-DEC-1937","Junkers Ju-52/3mce","CB-18","LAB","8","Sorata",NA,NA,"A1",1,"1937",NA,NA,NA
"04-JAN-1938","Junkers Ju-52/3mte","D-ABUR","Deutsche Lufthansa","6","Frankfurt",NA,NA,"A1",1,"1938",NA,NA,NA
"10-JAN-1938","Lockheed 14-H Super Electra","NC17388","Northwest Airlines","10","Bozeman, MT",NA,NA,"A1",1,"1938",NA,NA,NA
"11-JAN-1938","Sikorsky S-42B","NC16734","Pan Am","7","Pago Pago, A...",NA,NA,"A1",1,"1938",NA,NA,NA
"02-FEB-1938","Consolidated PBY-2 Catalina","0463","US Navy","3","San Clemente...",NA,NA,"A1",1,"1938",NA,NA,NA
"02-FEB-1938","Consolidated PBY-2 Catalina","0462","US Navy","7","San Clemente...",NA,NA,"A1",1,"1938",NA,NA,NA
"07-FEB-1938","Junkers Ju-90V1","D-AALU","Junkers","1","Dessau",NA,NA,"A1",1,"1938",NA,NA,NA
"09-FEB-1938","Lioré-et-Olivier H.242/1","F-ANPB","Air France","7","Étang de Berre",NA,NA,"A1",1,"1938",NA,NA,NA
"13-FEB-1938","CANT Z.506","I-ORIA","Ala Littoria","14","Sardinia, Italy",NA,NA,"A1",1,"1938",NA,NA,NA
"22-FEB-1938","Junkers Ju-52/3mge","D-APAR","Deutsche Lufthansa","3","Pontoise",NA,NA,"A1",1,"1938",NA,NA,NA
"01-MAR-1938","Douglas DC-2-112","NC13789","TWA","9","Wawona, CA",NA,NA,"A1",1,"1938",NA,NA,NA
"07-MAR-1938","Potez 62","F-ANQR","Air France","7","Datia, Madhy...",NA,NA,"A1",1,"1938",NA,NA,NA
"17-MAR-1938","Tupolev G-2","CCCP-N210","Polyarnaya Aviatsiya","0","Buhkta Teplits",NA,NA,"A1",1,"1938",NA,NA,NA
"23-MAR-1938","Dewoitine D.338","F-AQBB","Air France","8","French Pyrénées",NA,NA,"A1",1,"1938",NA,NA,NA
"28-MAR-1938","WM Fokker F.VIIIb","HA-FND","Malert","","Nyíregyháza",NA,NA,"A1",1,"1938",NA,NA,NA
"30-MAR-1938","Junkers Ju-52/3m","I-BEZI","Ala Littoria","0","Venezia Lido...",NA,NA,"A1",1,"1938",NA,NA,NA
"25-APR-1938","Sikorsky S-43B","NC16932","Pan Am","0","Kingston",NA,NA,"A1",1,"1938",NA,NA,NA
"30-APR-1938","Savoia-Marchetti S.73","I-MEDA","Ala Littoria","19","Maranola, Fo...",NA,NA,"A1",1,"1938",NA,NA,NA
"10-MAY-1938","Ford 5-AT-C Tri-Motor","3","LAN Chile","0","",NA,NA,"U1",1,"1938",NA,NA,NA
"13-MAY-1938","Ford 5-AT-DS Tri-Motor","C-60","SCADTA","0","Quibdó",NA,NA,"A1",1,"1938",NA,NA,NA
"16-MAY-1938","Lockheed 14-H2 Super Electra","NC17394","Northwest Airlines","9","Saugus, CA",NA,NA,"A1",1,"1938",NA,NA,NA
"22-MAY-1938","Curtiss T-32C Condor II","1","LAN Chile","","Domeyko",NA,NA,"A1",1,"1938",NA,NA,NA
"22-MAY-1938","Junkers Ju-52/3mge","PP-CBC","Syndicato Condor","6","Santos Airpo...",NA,NA,"A1",1,"1938",NA,NA,NA
"24-MAY-1938","Douglas DST-A-207A (DC-3)","NC18108","United Airlines","10","Cleveland Mu...",NA,NA,"A1",1,"1938",NA,NA,NA
"19-JUN-1938","Douglas DC-2-118A","NC14272","Panagra","4","Mt Mercedario",NA,NA,"A1",1,"1938",NA,NA,NA
"26-JUN-1938","Junkers Ju-52/3mge","OA-HHB","Deutsche Lufthansa Sucursal Perú","7","Cerro Chilligua",NA,NA,"A1",1,"1938",NA,NA,NA
"02-JUL-1938","Curtiss YC-30 Condor II","33-321","USAAC","0","Maxwell Fiel...",NA,NA,"A1",1,"1938",NA,NA,NA
"08-JUL-1938","Lockheed 14-H Super Electra","NC17383","Northwest Airlines","1","Billings Mun...",NA,NA,"A1",1,"1938",NA,NA,NA
"14-JUL-1938","Savoia-Marchetti S-66","I-VOLO","Ala Littoria","20","Terranova, S...",NA,NA,"A1",1,"1938",NA,NA,NA
"15-JUL-1938","Douglas DC-3-228","NC18114","Pan Am","0+ 1","Morón, BA",NA,NA,"A1",1,"1938",NA,NA,NA
"16-JUL-1938","Junkers Ju-52/3mge","XXI","Eurasia","","Wuhan (Hankow)",NA,NA,"A1",1,"1938",NA,NA,NA
"22-JUL-1938","Lockheed 14-H Super Electra","SP-BNG","LOT","14","Negrileasa, ...",NA,NA,"A1",1,"1938",NA,NA,NA
"27-JUL-1938","Armstrong Whitworth AW.15 Atalanta","G-ABTG","Imperial Airways","4","Kisumu",NA,NA,"A1",1,"1938",NA,NA,NA
"28-JUL-1938","Martin M-130","NC14714","Pan Am","15","Manila, Phil...",NA,NA,"A1",1,"1938",NA,NA,NA
"10-AUG-1938","WM Fokker F.VIIIb","HA-FNC","Malert","12","Debrecen Air...",NA,NA,"A1",1,"1938",NA,NA,NA
"11-AUG-1938","Ford 5-AT-C Tri-Motor","NC8413","Private","0","Mankato, MN",NA,NA,"O1",1,"1938",NA,NA,NA
"13-AUG-1938","Savoia-Marchetti S.73","OK-BAG","CSA","17","Oberkirch",NA,NA,"A1",1,"1938",NA,NA,NA
"15-AUG-1938","Junkers Ju-52/3mfe","PP-CAT","Syndicato Condor","9","Guanabara Bay",NA,NA,"A1",1,"1938",NA,NA,NA
"18-AUG-1938","Lockheed 14-H Super Electra","SP-BNJ","LOT","0","Bucharest-Ba...",NA,NA,"A1",1,"1938",NA,NA,NA
"18-AUG-1938","Macchi M.C.94-II","I-NILO","Macchi","13","Mornago (Var...",NA,NA,"A1",1,"1938",NA,NA,NA
"24-AUG-1938","Douglas DC-2-221","32","CNAC","14","Wangmoon",NA,NA,"C2",1,"1938",NA,NA,NA
"03-SEP-1938","Ford 5-AT-D Tri-Motor","NC435H","Johnson Flying Service","0","Big Prairie, MT",NA,NA,"A1",1,"1938",NA,NA,NA
"07-SEP-1938","CANT Z.506C","I-DENO","Ala Littoria","","Melilla",NA,NA,"A1",1,"1938",NA,NA,NA
"20-SEP-1938","Short Sunderland I","L2162","RAF","2","Angle Bay, M...",NA,NA,"A1",1,"1938",NA,NA,NA
"01-OCT-1938","Junkers Ju-52/3mte","D-AVFB","Deutsche Lufthansa","13","Grisons (Gra...",NA,NA,"A1",1,"1938",NA,NA,NA
"10-OCT-1938","Sabca Savoia-Marchetti S.73P","OO-AGT","Sabena","20","Soest",NA,NA,"A1",1,"1938",NA,NA,NA
"12-OCT-1938","Junkers G.24","PP-CAB","Syndicato Condor","","Coruripe, AL",NA,NA,"A1",1,"1938",NA,NA,NA
"18-OCT-1938","Douglas DC-2-112","NC13735","Eastern Air Lines","0","Montgomery M...",NA,NA,"A1",1,"1938",NA,NA,NA
"20-OCT-1938","Ford 4-AT-B Tri-Motor","NC7865","Private","1","Powellsville...",NA,NA,"A1",1,"1938",NA,NA,NA
"25-OCT-1938","Douglas DC-2-210","VH-UYC","ANA","18","Mt Dandenong...",NA,NA,"A1",1,"1938",NA,NA,NA
"04-NOV-1938","de Havilland DH.86 Express","G-ACZN","Jersey Airways","13+ 1","Jersey-State...",NA,NA,"A1",1,"1938",NA,NA,NA
"10-NOV-1938","Douglas DC-3","J-BDO.","Japan Air Transport","","Fukuoka",NA,NA,"A1",1,"1938",NA,NA,NA
"14-NOV-1938","Douglas DC-3-194D","PH-ARY","KLM","6","Amsterdam-Sc...",NA,NA,"A1",1,"1938",NA,NA,NA
"18-NOV-1938","Consolidated PBY-2 Catalina","0482","US Navy","2","Hawaii",NA,NA,"A1",1,"1938",NA,NA,NA
"18-NOV-1938","Lockheed 14-H2 Super Electra","CF-TCL","TCAL","2","Regina Airpo...",NA,NA,"A1",1,"1938",NA,NA,NA
"22-NOV-1938","Lockheed 14-WF62 Super Electra","G-AFGO","British Airways","2","Walton Bay, ...",NA,NA,"A1",1,"1938",NA,NA,NA
"22-NOV-1938","Savoia-Marchetti SM-75C","I-TUON","Ala Littoria","4","Winklern",NA,NA,"A1",1,"1938",NA,NA,NA
"26-NOV-1938","Junkers Ju-90V2","D-AIVI","Deutsche Lufthansa","12","Bathurst (Ba...",NA,NA,"A1",1,"1938",NA,NA,NA
"27-NOV-1938","Short S.23 Empire Flying Boat Mk I","G-AETW","Imperial Airways","4","Lake Habbaniyah",NA,NA,"A1",1,"1938",NA,NA,NA
"29-NOV-1938","Douglas DC-3A-191","NC16066","United Airlines","5","Point Reyes, CA",NA,NA,"A1",1,"1938",NA,NA,NA
"02-DEC-1938","Junkers Ju-52/3mte","D-ANOY","Deutsche Lufthansa","0","Vienna",NA,NA,"A1",1,"1938",NA,NA,NA
"03-DEC-1938","de Havilland DH.86 Express","G-ADCN","Imperial Airways","","Bangkok",NA,NA,"U1",1,"1938",NA,NA,NA
"06-DEC-1938","Focke-Wulf Fw 200","D-ACON","Deutsche Lufthansa","0","Manila",NA,NA,"A1",1,"1938",NA,NA,NA
"08-DEC-1938","Nakajima/Douglas DC-2","J-BBOH","Imperial Japanese Airways","10","Kerama Islands",NA,NA,"A1",1,"1938",NA,NA,NA
"09-DEC-1938","Lockheed 14-WF62 Super Electra","PH-APE","KLM","4","Amsterdam-Sc...",NA,NA,"A1",1,"1938",NA,NA,NA
"10-DEC-1938","Lockheed 14-WG3B Super Electra","J-BDOB","Imperial Japanese Airways","","Tsingtao (Qu...",NA,NA,"A1",1,"1938",NA,NA,NA
"11-DEC-1938","Junkers Ju-52/3mge","HC-SAB","SEDTA","0","Quito-Cotoco...",NA,NA,"A1",1,"1938",NA,NA,NA
"07-JAN-1939","Douglas DC-2-115B","HB-ITA","Swissair","5","Senlis",NA,NA,"A1",1,"1939",NA,NA,NA
"13-JAN-1939","Lockheed 14-H Super Electra","NC17389","Northwest Airlines","4","Miles City M...",NA,NA,"A1",1,"1939",NA,NA,NA
"13-JAN-1939","Junkers Ju-52/3mge","PP-CAY","Syndicato Condor","10","Rio Bonito, RJ",NA,NA,"A1",1,"1939",NA,NA,NA
"17-JAN-1939","Ford 5-AT-.  Tri-Motor","C-63","SCADTA","4","Sumapaz",NA,NA,"A1",1,"1939",NA,NA,NA
"18-JAN-1939","Lockheed 14-H Super Electra","VH-ABI","Guinea Airways","4","Katherine-Ti...",NA,NA,"A1",1,"1939",NA,NA,NA
"21-JAN-1939","Short S.23 Empire Flying Boat Mk II","G-ADUU","Imperial Airways","3","Port Washing...",NA,NA,"A1",1,"1939",NA,NA,NA
"27-JAN-1939","Potez 62","F-ANPJ","Air France","6","Köln-Butzwei...",NA,NA,"A1",1,"1939",NA,NA,NA
"19-FEB-1939","Sikorsky S-42A","NC15376","Pan Am","0","San Juan harbor",NA,NA,"A2",1,"1939",NA,NA,NA
"24-FEB-1939","Junkers Ju-52/3mge","D-ALUS","Reichsluftfahrt-Ministerium","10","Termes Ribi,...",NA,NA,"A1",1,"1939",NA,NA,NA
"02-MAR-1939","Ford 6-AT-AS Tri-Motor","CF-BEP","Yukon Southern Air Transport","0","Vancouver, BC",NA,NA,"O1",1,"1939",NA,NA,NA
"12-MAR-1939","Junkers Ju-52/3mge","XXIII","Eurasia","","Weining",NA,NA,"A1",1,"1939",NA,NA,NA
"12-MAR-1939","Short S.23 Empire Flying Boat Mk I","G-ADUY","Imperial Airways, op.for Qantas Empire Airways","0","Tandjong, Ba...",NA,NA,"A1",1,"1939",NA,NA,NA
"14-MAR-1939","Junkers Ju-52/3mge","OO-AUA","Sabena","3","Sint-Stevens...",NA,NA,"A1",1,"1939",NA,NA,NA
"18-MAR-1939","Boeing S.307 Stratoliner","NX19901","Boeing","10","Alder, WA",NA,NA,"A1",1,"1939",NA,NA,NA
"26-MAR-1939","Douglas DC-2-112","NC13727","Braniff Airways","8","Oklahoma Cit...",NA,NA,"A1",1,"1939",NA,NA,NA
"29-MAR-1939","Junkers Ju-52/3mge","M-CABD","Iberia","","Cabezabellos...",NA,NA,"A1",1,"1939",NA,NA,NA
"??-MAR-1939","Lockheed 14-WG3B Super Electra","J-BDOQ","Imperial Japanese Airways","","Fukuoka Airp...",NA,NA,"A1",1,"1939",NA,NA,NA
"??-MAR-1939","Ford 5-AT-B Tri-Motor","LG-AAH","TACA Guatemala","0","Tegucigalpa-...",NA,NA,"O1",1,"1939",NA,NA,NA
"15-APR-1939","Ford 5-AT-C Tri-Motor","NC8411","South American Gulf Oil Co.","2","El Carmen, S...",NA,NA,"A1",1,"1939",NA,NA,NA
"??-APR-1939","Fokker F.VIII","YV-AFO","Venezuelan Government","0","Uruyén",NA,NA,"A1",1,"1939",NA,NA,NA
"01-MAY-1939","Short S.23 Empire Flying Boat Mk I","G-ADVD","Imperial Airways","2","Lumbo lagoon...",NA,NA,"A1",1,"1939",NA,NA,NA
"02-MAY-1939","Dewoitine D.338","F-ARIC","Air France","9","Argana",NA,NA,"A1",1,"1939",NA,NA,NA
"03-MAY-1939","Consolidated PBY-4 Catalina","1234","US Navy","","San Diego-No...",NA,NA,"A1",1,"1939",NA,NA,NA
"06-MAY-1939","Junkers Ju-52/3m","XVII","Eurasia","0","Hanchung (Ha...",NA,NA,"C1",1,"1939",NA,NA,NA
"17-MAY-1939","Lockheed 14-WG3B Super Electra","J-BCOZ","Imperial Japanese Airways","6","Fukuoka Airp...",NA,NA,"A1",1,"1939",NA,NA,NA
"??-MAY-1939","Douglas DC-2-192","n/a","Chinese Government","0","Chongqing Ai...",NA,NA,"C1",1,"1939",NA,NA,NA
"01-JUN-1939","Armstrong Whitworth AW.15 Atalanta","G-ABTH","Imperial Airways","","Alexandria",NA,NA,"A1",1,"1939",NA,NA,NA
"05-JUN-1939","Short Sunderland I","L5801","RAF","4","Johore Straits",NA,NA,"A1",1,"1939",NA,NA,NA
"06-JUN-1939","Douglas DC-2-115E","PH-AKN","KLM","0+ 1","Amsterdam-Sc...",NA,NA,"A2",1,"1939",NA,NA,NA
"12-JUN-1939","Short S.23 Empire Flying Boat Mk I","G-ADVE","Imperial Airways","0","Calcutta",NA,NA,"A1",1,"1939",NA,NA,NA
"19-JUN-1939","Short S.30 Empire Flying Boat","G-AFCW","Imperial Airways","0","Hythe",NA,NA,"O1",1,"1939",NA,NA,NA
"29-JUL-1939","de Havilland DH.86A Express","L7596","RAF","0","Kirby-in-Fur...",NA,NA,"A1",1,"1939",NA,NA,NA
"03-AUG-1939","Junkers Ju-52/3mte","D-ANJH","Deutsche Lufthansa","0","Rangoon-Ming...",NA,NA,"U1",1,"1939",NA,NA,NA
"04-AUG-1939","Junkers Ju-52/3mte","D-AUJG","Deutsche Lufthansa","7","Tivissa",NA,NA,"A1",1,"1939",NA,NA,NA
"11-AUG-1939","Lockheed 14-WF62 Super Electra","G-AFGN","Imperial Airways","0","Saint-Sauveu...",NA,NA,"A1",1,"1939",NA,NA,NA
"13-AUG-1939","Sikorsky S-43B","NC16933","Pan Am","14","Rio de Janei...",NA,NA,"A1",1,"1939",NA,NA,NA
"24-AUG-1939","Savoia-Marchetti SM-75","I-LOVE","Ala Littoria","","",NA,NA,"A1",1,"1939",NA,NA,NA
"24-AUG-1939","Junkers F.24kay (G.24)","D-ULIS","Deutsche Lufthansa","2","Glindow",NA,NA,"A1",1,"1939",NA,NA,NA
"30-AUG-1939","Junkers Ju-52/3mte","D-AFOP","Deutsche Lufthansa","7","Hannover",NA,NA,"A1",1,"1939",NA,NA,NA
"10-SEP-1939","Short Sunderland I","N6135","RAF","0","Pembroke Doc...",NA,NA,"A1",1,"1939",NA,NA,NA
"18-SEP-1939","Short Sunderland I","L2165","RAF","10","Milford Have...",NA,NA,"A1",1,"1939",NA,NA,NA
"28-SEP-1939","Douglas DC-2-210","VH-UYB","ANA","0","Sydney-Masco...",NA,NA,"A2",1,"1939",NA,NA,NA
"10-OCT-1939","Junkers Ju-52/3m","","German AF","","Wangerooge [...",NA,NA,"A1",1,"1939",NA,NA,NA
"13-OCT-1939","Short Sunderland I","N9045","RAF","0","Isles of Scilly",NA,NA,"A1",1,"1939",NA,NA,NA
"13-OCT-1939","Caproni Ca.133","I-DIRE","Ala Littoria","0","Gabode",NA,NA,"A1",1,"1939",NA,NA,NA
"15-OCT-1939","Short Sunderland I","N9030","RAF","4","Plymouth Sou...",NA,NA,"A1",1,"1939",NA,NA,NA
"17-OCT-1939","Savoia-Marchetti S.73","I-IESI ?","Ala Littoria","15","Olías",NA,NA,"A1",1,"1939",NA,NA,NA
"07-NOV-1939","Handley Page HP.42W","G-AAXD","Imperial Airways","","Tiverton, Devon",NA,NA,"A1",1,"1939",NA,NA,NA
