"","date","type","registration","operator","fat.","location","Var.7","pic","cat","occurence"
"13581","26-JAN-1982","Boeing 707-348C","7O-ACJ","Alyemda","0","Damascus Int...",NA,NA,"C1",1
"13582","27-JAN-1982","Boeing 727-114","HK-2637X","Aerotal Colombia","0","Bogotá, Cali",NA,NA,"H2",1
"13583","01-FEB-1982","Beech 99","N451C","Pilgrim Airlines","0","Groton, CT",NA,NA,"A1",1
"13584","02-FEB-1982","Boeing 737-200","","Air Florida","0","Havana",NA,NA,"H2",1
"13585","03-FEB-1982","Nord 2501 Noratlas","140","French AF","36","Mount Garbi",NA,NA,"A1",1
"13586","04-FEB-1982","Beech 200 Super King Air","YV-426P","Unknown","","Caracas",NA,NA,"A1",1
"13587","06-FEB-1982","Fairchild C-123J Provider","","South Korea AF","53","Jeju (Cheju)...",NA,NA,"A1",1
"13588","07-FEB-1982","Fairchild C-119 Flying Boxcar","","Indian AF","23","Jammu",NA,NA,"A1",1
"13589","09-FEB-1982","DC-8-61","JA8061","JAL","24","Tokyo-Haneda...",NA,NA,"A1",1
"13590","09-FEB-1982","Douglas C-47A (DC-3)","RP-C141","Trans Air Services","3","Mt. Ipao",NA,NA,"A1",1
"13591","10-FEB-1982","Let L-410M","CCCP-67237","Aeroflot / Yakutsk","0","Yakutsk Airp...",NA,NA,"O1",1
"13592","11-FEB-1982","Antonov An-26","26264","Vietnam People's Air Force","1","Sa Keao",NA,NA,"A1",1
"13593","13-FEB-1982","Boeing 727-200","","Braniff Airways","0","Amarillo Int...",NA,NA,"H2",1
"13594","16-FEB-1982","NAMC YS-11A-621","N169RV","Reeve Aleutian Airways","0","King Salmon ...",NA,NA,"A2",1
"13595","19-FEB-1982","Douglas DC-6BF","HK-1706","LAC Colombia","4","Cerro el Tab...",NA,NA,"A1",1
"13596","20-FEB-1982","BN-2A-9 Islander","G-BBRP","Army Parachute Association","0","Netheravon, ...",NA,NA,"A1",1
"13597","21-FEB-1982","DHC-6 Twin Otter 100","N127PM","Pilgrim Airlines","1","Scituate Res...",NA,NA,"A1",1
"13598","24-FEB-1982","Boeing 707-300","","Kuwait Airways","0","Beirut Inter...",NA,NA,"H2",1
"13599","26-FEB-1982","Boeing 737-2R8C","5H-ATC","Air Tanzania","0","Nairobi, Jed...",NA,NA,"H2",1
"13600","28-FEB-1982","Canadair CL-44D4-2","TR-LVO","Affretair","0","Harare Airpo...",NA,NA,"O1",1
"13601","01-MAR-1982","Boeing 727","","United Airlines","0","Miami Intern...",NA,NA,"H2",1
"13602","03-MAR-1982","BN-2A-27R Islander","HC-BFJ","ATESA","","",NA,NA,"U1",1
"13603","07-MAR-1982","Lockheed C-141B Starlifter","67-0017","USAF","0","Columbia-McE...",NA,NA,"O1",1
"13604","10-MAR-1982","BN-2A-20 Islander","P2-HAC","Heron Air Charter","","",NA,NA,"U1",1
"13605","11-MAR-1982","DHC-6 Twin Otter 300","LN-BNK","Widerøes Flyveselskap","15","Nortkapp",NA,NA,"A1",1
"13606","13-MAR-1982","Boeing KC-135A Stratotanker","57-1489","USAF","4","Phoenix-Luke...",NA,NA,"A1",1
"13607","17-MAR-1982","Airbus A300B4-203","F-BVGK","Air France","0","San'a Intern...",NA,NA,"A1",1
"13608","17-MAR-1982","BN-2A-21 Islander","3003","Philippine AF","","",NA,NA,"U1",1
"13609","19-MAR-1982","Boeing KC-135A Stratotanker","58-0031","USAF","27","Greenwood, IL",NA,NA,"A1",1
"13610","20-MAR-1982","Fokker F-28 Fellowship 1000","PK-GVK","Garuda","27","Bandar Lampu...",NA,NA,"A1",1
"13611","21-MAR-1982","Lockheed L-188AF Electra","N5504","Zantop","0","Macon-Lewis ...",NA,NA,"O1",1
"13612","21-MAR-1982","Lockheed L-188AF Electra","N5516","Zantop","0","Macon-Lewis ...",NA,NA,"O1",1
"13613","26-MAR-1982","Dornier 228-100","D-IFNS","Dornier","3","Igenhausen",NA,NA,"A1",1
"13614","26-MAR-1982","Vickers 745D Viscount","HK-2382","Aeropesca Colombia","21","Quetame",NA,NA,"A1",1
"13615","??-MAR-1982","Douglas C-117D (DC-3)","N117RR","Foreman Flying Service","","unknown",NA,NA,"U1",1
"13616","05-APR-1982","Boeing 727","","Delta Air Lines","0","Havana-José ...",NA,NA,"H2",1
"13617","11-APR-1982","Lockheed L-100-20 Hercules","C-FPWK","Northwest Territorial Airways","0","Inuvik, NT (...",NA,NA,"O1",1
"13618","11-APR-1982","Antonov An-2T","CCCP-62489","Aeroflot / Yakutsk","","",NA,NA,"A1",1
"13619","13-APR-1982","Lockheed C-130H Hercules","74-1678","USAF","27","Gevenlik",NA,NA,"A1",1
"13620","14-APR-1982","Swearingen SA226-TC Metro II","ZS-KYA","Magnum Airlines","0","",NA,NA,"A1",1
"13621","17-APR-1982","Armstrong Whitworth AW-650 Argosy 1","G-APRN","Air Bridge Carriers","0","Belfast Inte...",NA,NA,"A1",1
"13622","22-APR-1982","Antonov An-24B","YI-AEO","Iraqi Airways","","",NA,NA,"A1",1
"13623","24-APR-1982","Antonov An-12B","CCCP-11107","Aeroflot / International","0","Novyj Urengo...",NA,NA,"A1",1
"13624","26-APR-1982","Hawker Siddeley HS-121 Trident 2E","B-266","CAAC","112","Yangsuo",NA,NA,"A1",1
"13625","28-APR-1982","DHC-7-102","HR-AND","ANHSA","0","Havana-José ...",NA,NA,"H2",1
"13626","29-APR-1982","Lockheed C-130H Hercules","FAE743","Ecuador Air Force","7","Quito",NA,NA,"A1",1
"13627","30-APR-1982","Antonov An-24B","SP-LTG","LOT","0","Berlin-Tempe...",NA,NA,"H2",1
"13628","01-MAY-1982","Douglas DC-7B","N823D","Kinney Air Tankers","","Glendive-Daw...",NA,NA,"O1",1
"13629","01-MAY-1982","BN-2A-27 Islander","VP-FAY","FIGAS","0","Port Stanley...",NA,NA,"C1",1
"13630","03-MAY-1982","Gulfstream American G-1159 Gulfstre","7T-VHB","Algerian Government","14","Qotur",NA,NA,"C1",1
"13631","03-MAY-1982","Shorts SC.7 Skyvan 3M-400","PA-54","Argentine Coast Guard","0","Port Stanley...",NA,NA,"O1",1
"13632","03-MAY-1982","Shorts SC.7 Skyvan 3M-400","PA-50","Argentine Coast Guard","0","Port Stanley...",NA,NA,"O1",1
"13633","05-MAY-1982","Convair CV-440","CP-1725","T.A. Unidos","0","La Paz-El Al...",NA,NA,"A1",1
"13634","06-MAY-1982","Learjet 23","N100TA","IBEX Corp.","4","Savannah, GA...",NA,NA,"A1",1
"13635","07-MAY-1982","Douglas C-47A (DC-3)","C-FQHF","Kenn Borek Air","0","Calgary Inte...",NA,NA,"A1",1
"13636","07-MAY-1982","Antonov An-2","CCCP-02183","Aeroflot / West Siberia","5","Tashtagol",NA,NA,"A1",1
"13637","09-MAY-1982","DHC-7-103","7O-ACK","Alyemda","23","Aden Interna...",NA,NA,"A1",1
"13638","10-MAY-1982","Curtiss C-46F","YN-BRG","Aeronica","0","Puerto Limón...",NA,NA,"H2",1
"13639","11-MAY-1982","Antonov An-2R","CCCP-07399","Aeroflot / Ukraine","0","Sputendorf",NA,NA,"A1",1
"13640","11-MAY-1982","Antonov An-2TP","HA-ANL","Hungarian Defense Association","9","Hármashatárhegy",NA,NA,"A1",1
"13641","12-MAY-1982","Lockheed C-130E Hercules","64-0543","USAF","7","Judsonia, AR",NA,NA,"A1",1
"13642","12-MAY-1982","Douglas DC-3 Hiper","HK-140","Transamazonica Colombia","0","Miraflores",NA,NA,"A2",1
"13643","12-MAY-1982","Antonov An-24T","11","Soviet AF","5","Petrovsk Air...",NA,NA,"A1",1
"13644","15-MAY-1982","Martin 4-0-4","N40445","private","0","Madera, CA",NA,NA,"A1",1
"13645","15-MAY-1982","DHC-6 Twin Otter 300","C-GKBO","Kenn Borek Air, op.for Panarctic Oils","0","North Pole",NA,NA,"A1",1
"13646","16-MAY-1982","DHC-6 Twin Otter 200","N103AQ","Kodiak Aviation, op.for Wien Air Alaska","0","Hooper Bay, AK",NA,NA,"A1",1
"13647","18-MAY-1982","Douglas DC-3C","HK-1503","Taxi Aéreo del Guaviare","0","Villavicenci...",NA,NA,"H2",1
"13648","19-MAY-1982","Cessna 551 Citation II/SP","D-IJHM","Hurler Flugdienst","8","Kassel-Calde...",NA,NA,"A1",1
"13649","21-MAY-1982","BAC One-Eleven","","Philippine Air Lines","0","Cebu Airport...",NA,NA,"H2",1
"13650","22-MAY-1982","Learjet 23","N808JA","Jet America Int.","0","Sarasota-Bra...",NA,NA,"O1",1
"13651","22-MAY-1982","Embraer EMB-110P Bandeirante","PT-GKC","Rio Sul","0","Florianopoli...",NA,NA,"A1",1
"13652","24-MAY-1982","Learjet 25B","PT-KZY","TAM","0","Uberaba, MG",NA,NA,"A1",1
"13653","25-MAY-1982","Boeing 737-2A1","PP-SMY","VASP","2","Brasilia Int...",NA,NA,"A1",1
"13654","27-MAY-1982","Boeing 727-2B6","","RAM","0","Tunis-Cartha...",NA,NA,"H2",1
"13655","29-MAY-1982","Morane Saulnier MS.760 Paris I","96","French AF","","Biarritz (BIQ)",NA,NA,"A1",1
"13656","29-MAY-1982","Embraer EMB-110P1 Bandeirante","HK-2743","TAVINA","0","Barranquilla...",NA,NA,"A1",1
"13657","31-MAY-1982","Yakovlev Yak-40","CCCP-87485","Aeroflot / North Kavkaz","0","Dnepropetrov...",NA,NA,"A1",1
"13658","01-JUN-1982","Lockheed C-130H Hercules","TC-63","Argentine AF","7","Pebble Island",NA,NA,"C1",1
"13659","01-JUN-1982","Fairchild C-123J Provider","56-4391","South Korea AF","53","Seoul-Seongn...",NA,NA,"A1",1
"13660","02-JUN-1982","DC-9-32","C-FTLY","Air Canada","0","Montreal-Dor...",NA,NA,"O1",1
"13661","02-JUN-1982","IAI Arava 201","FAC-951","Colombian AF","0","Rondon Airpo...",NA,NA,"A1",1
"13662","04-JUN-1982","Antonov An-2R","SP-WCF","WSK Okecie","","Zegrze Pomor...",NA,NA,"U1",1
"13663","06-JUN-1982","Douglas C-47A (DC-3)","N95C","Fromhagen Aviation","0","St. Petersbu...",NA,NA,"A1",1
"13664","07-JUN-1982","Learjet 35A","T-24","Argentine AF","5","Pebble Islan...",NA,NA,"C1",1
"13665","08-JUN-1982","Boeing 727-212","PP-SRK","VASP","137","Sierra de Pa...",NA,NA,"A1",1
"13666","09-JUN-1982","Fokker F-27 Friendship 600","VH-TQQ","TAA","0","RAAF Amberle...",NA,NA,"A1",1
"13667","09-JUN-1982","unknown","","LOT","0","Warszawa-Oke...",NA,NA,"H2",1
"13668","12-JUN-1982","Boeing 720-023B","OD-AFP","MEA","0","Beirut Inter...",NA,NA,"C1",1
"13669","12-JUN-1982","Fairchild FH-227B","PT-LBV","TABA","44","Tabatinga In...",NA,NA,"A1",1
"13670","16-JUN-1982","Boeing 720-023B","OD-AFU","MEA","0","Beirut Inter...",NA,NA,"C1",1
"13671","16-JUN-1982","Boeing 720-023B","OD-AFW","MEA","0","Beirut Inter...",NA,NA,"C1",1
"13672","16-JUN-1982","Boeing 720-047B","OD-AGR","MEA","0","Beirut Inter...",NA,NA,"C1",1
"13673","16-JUN-1982","Boeing 707-323C","OD-AGN","TMA","0","Beirut Inter...",NA,NA,"C1",1
"13674","16-JUN-1982","Boeing 707-3B4C","OD-AFB","MEA","0","Beirut Inter...",NA,NA,"C1",1
"13675","17-JUN-1982","Tupolev Tu-134IK","CCCP-65687","Ministry of Radio Equipment Production","15","Severomorsk-...",NA,NA,"A1",1
"13676","22-JUN-1982","Boeing 707-437","VT-DJJ","Air-India","17","Bombay-Santa...",NA,NA,"A1",1
"13677","23-JUN-1982","DHC-7-102","","Henson Airlines","0","Staunton-She...",NA,NA,"H2",1
"13678","24-JUN-1982","Boeing 747-236B","G-BDXH","British Airways","0","Jakarta",NA,NA,"A2",1
"13679","25-JUN-1982","DC-8-62","LN-MOW","SAS","0","København-Ka...",NA,NA,"A2",1
"13680","28-JUN-1982","Yakovlev Yak-42","CCCP-42529","Aeroflot / Leningrad","132","Mozyr",NA,NA,"A1",1
"13681","29-JUN-1982","Fairchild F-27A","C-FTPA","Norcanair","0","Wollaston La...",NA,NA,"A1",1
"13682","30-JUN-1982","Boeing 747-243B","","Alitalia","0","Bangkok-Don ...",NA,NA,"H2",1
"13683","06-JUL-1982","Ilyushin Il-62M","CCCP-86513","Aeroflot / International","90","Moskva-Shere...",NA,NA,"A1",1
"13684","06-JUL-1982","BN-2A-8 Islander","9M-MDD","MAS","","Long Semado-...",NA,NA,"A1",1
"13685","09-JUL-1982","Boeing 727-235","N4737","Pan Am","145+ 8","New Orleans ...",NA,NA,"A1",1
"13686","10-JUL-1982","Alenia G-222TCM","MM62106","Italian AF","4","Greve in Chi...",NA,NA,"A1",1
"13687","11-JUL-1982","Hawker Siddeley HS-748","RP-C1014","Philippine Air Lines","1","Jolo Airport...",NA,NA,"A1",1
"13688","14-JUL-1982","Swearingen SA226-AT Merlin IV","ZS-JLZ","South African AF","8","Pretoria",NA,NA,"A1",1
"13689","16-JUL-1982","Antonov An-2T","CCCP-15970","Aeroflot / Yakutsk","0","Lake Bolshoy...",NA,NA,"A1",1
"13690","22-JUL-1982","Martin 4-0-4","","Marco Island Airways","0","Havana-José ...",NA,NA,"H2",1
"13691","25-JUL-1982","Ilyushin Il-18","","CAAC","0","Shanghai",NA,NA,"H2",1
"13692","30-JUL-1982","Douglas C-47D (DC-3)","N102BL","Pronto Aviation Services","0","El Paso Inte...",NA,NA,"A1",1
"13693","30-JUL-1982","Lockheed HC-130H Hercules","1600","US Coast Guard","2","Attu Island-...",NA,NA,"A1",1
"13694","01-AUG-1982","Boeing 720-047B","OD-AGG","MEA","0","Beirut Inter...",NA,NA,"C1",1
"13695","04-AUG-1982","Boeing 727-21","HK-2559","Aerotal Colombia","0","Santa Marta-...",NA,NA,"A1",1
"13696","04-AUG-1982","Boeing 737-200","","Indian Airlines","0","Amritsar-Raj...",NA,NA,"H2",1
"13697","11-AUG-1982","Boeing 747-121","N754PA","Pan Am","1","Hawaii",NA,NA,"C2",1
"13698","12-AUG-1982","DHC-6 Twin Otter 300","XY-AEB","Burma Airways","8","Mindat",NA,NA,"A1",1
"13699","14-AUG-1982","Let L-410M","CCCP-67191","Aeroflot / Georgia","11","Sukhumi-Babu...",NA,NA,"A1",1
"13700","14-AUG-1982","Tupolev Tu-134A","CCCP-65836","Aeroflot / Georgia","0","Sukhumi-Babu...",NA,NA,"A1",1
"13701","14-AUG-1982","Yakovlev Yak-40","CCCP-98102","MAP Kazan MSZ","0","Kazan",NA,NA,"A1",1
"13702","14-AUG-1982","IAI Arava 201","223","Nicaraguan AF","20","Managua-Augu...",NA,NA,"A1",1
"13703","16-AUG-1982","Embraer EMB-110P1 Bandeirante","","Dolphin Airways","0","West Palm Be...",NA,NA,"H2",1
"13704","20-AUG-1982","Boeing 737-200","","Indian Airlines","1","Amritsar Air...",NA,NA,"H2",1
"13705","20-AUG-1982","BN-2A Islander","VP-LAE","Inter Island Air Services","6","La Soufriere...",NA,NA,"A1",1
"13706","20-AUG-1982","Swearingen SA226-TC Metro II","N237AM","Air Midwest","0","Kansas City ...",NA,NA,"A2",1
"13707","22-AUG-1982","Douglas C-47A (DC-3)","ET-AHP","Ethiopian Airlines","0","Makale Airpo...",NA,NA,"A1",1
"13708","24-AUG-1982","Antonov An-12BP","","Soviet AF","1","Chita",NA,NA,"A1",1
"13709","25-AUG-1982","Convair CV-440","N477KW","National Flight Services, op.for Air Resorts Airlines","0","Wolf Creek P...",NA,NA,"A1",1
"13710","25-AUG-1982","Ilyushin Il-18E","SP-LSI","LOT","0","München-Riem...",NA,NA,"H2",1
"13711","25-AUG-1982","Antonov An-2R","OK-JIK","Slov-Air","","Smedava",NA,NA,"A1",1
"13712","26-AUG-1982","Boeing 737-2Q3","JA8444","Southwest Air Lines","0","Ishigaki Air...",NA,NA,"A1",1
"13713","28-AUG-1982","Antonov An-24TV","YI-ALN","Iraqi Airways","","Nasiriyah Ai...",NA,NA,"A1",1
"13714","31-AUG-1982","Lockheed C-141B Starlifter","64-0652","USAF","9","Knoxville, TN",NA,NA,"A1",1
"13715","01-SEP-1982","DHC-4A Caribou","HC-BHZ","Aerolineas Condor","44","Valladolid",NA,NA,"A1",1
"13716","03-SEP-1982","Learjet 25B","PT-JBQ","Compañia Brasileira de Tratores","10","Rio Branco A...",NA,NA,"A1",1
"13717","05-SEP-1982","Douglas DC-8-51","RP-C830","Intercontinental Airlines","0","London-Stans...",NA,NA,"A2",1
"13718","09-SEP-1982","Antonov An-2R","CCCP-62663","Aeroflot / Ukraine","0","Khorezm region",NA,NA,"A1",1
"13719","09-SEP-1982","Fairchild FH-227E","N7801M","Autec","0","Andros Town ...",NA,NA,"A2",1
"13720","10-SEP-1982","Boeing 707-348C","ST-AIM","Sudan Airways","0","Khartoum",NA,NA,"A1",1
"13721","13-SEP-1982","DC-10-30CF","EC-DEG","Spantax","50","Málaga Airpo...",NA,NA,"A1",1
"13722","17-SEP-1982","DC-8-61","JA8048","JAL","0","Shanghai-Hon...",NA,NA,"A1",1
"13723","17-SEP-1982","Beech 200 Super King Air","N9FQ","Private","0","Huntington B...",NA,NA,"A2",1
"13724","18-SEP-1982","DHC-3 Otter","C-FDJA","Central Mountain Air Services","5","Two Bridge L...",NA,NA,"A1",1
"13725","18-SEP-1982","Beech B200C Super King Air","OY-BEP","Jetair","3","Luxembourg-F...",NA,NA,"A1",1
"13726","20-SEP-1982","Swearingen SA226-AT Merlin IV","L6-2/21","Thai AF","0","Hat Yai Airp...",NA,NA,"A1",1
"13727","24-SEP-1982","DHC-4A Caribou","M21-18","Royal Malaysian AF","7","Cameron High...",NA,NA,"A1",1
"13728","25-SEP-1982","Boeing 727-243","","Alitalia","0","Catania-Font...",NA,NA,"H2",1
"13729","25-SEP-1982","DHC-4A Caribou","M21-17","Royal Malaysian AF","7","Kampung Atap",NA,NA,"A1",1
"13730","29-SEP-1982","Ilyushin Il-62M","CCCP-86470","Aeroflot / International","7","Luxembourg-F...",NA,NA,"A1",1
"13731","05-OCT-1982","Fokker F-27 Friendship 200","ST-AAS","Sudan Airways","0","Merowe Airpo...",NA,NA,"A1",1
"13732","08-OCT-1982","Vickers 828 Viscount","HC-ATV","SAN","0","Cuenca Airpo...",NA,NA,"A1",1
"13733","12-OCT-1982","Douglas C-47A (DC-3)","ZS-EJK","Comair","0","Graskop",NA,NA,"A1",1
"13734","14-OCT-1982","Tupolev Tu-134","","Balkan Bulgarian","0","Wien-Schwech...",NA,NA,"H2",1
"13735","16-OCT-1982","Lockheed C-130B Hercules","FAC-1003","Colombian AF","5","Cape May, NJ...",NA,NA,"A1",1
"13736","17-OCT-1982","Boeing 707-366C","SU-APE","EgyptAir","0","Genève-Coint...",NA,NA,"A1",1
"13737","18-OCT-1982","Lockheed 18 Learstar I","N1040G","Vintage Sales Corp.","3","Kosciusko, MS",NA,NA,"A1",1
"13738","27-OCT-1982","Lockheed L-1011 TriStar","","TWA","0","Los Angeles ...",NA,NA,"H2",1
"13739","31-OCT-1982","Curtiss C-46 Super C","C-GIXZ","Ilford Riverton","0","Shamattawa A...",NA,NA,"A1",1
"13740","01-NOV-1982","BN-2A Trislander Mk.III-1","HP-947","Aviones de Panama","","",NA,NA,"U1",1
"13741","03-NOV-1982","BN-2A-21 Islander","EP-PBE","Pars Air","1","",NA,NA,"A1",1
"13742","04-NOV-1982","Embraer EMB-110P2 Bandeirante","P2-RDL","Talair","0","Port Moresby...",NA,NA,"A1",1
"13743","06-NOV-1982","Learjet 24D","N13MJ","Duncan Aviation","0","Elizabeth Ci...",NA,NA,"A1",1
"13744","06-NOV-1982","BN-2A Islander","CS-AJO","Penina","0","Serra do Mon...",NA,NA,"A1",1
"13745","07-NOV-1982","Antonov An-24","","Aeroflot","0","Sinop Airpor...",NA,NA,"H2",1
"13746","08-NOV-1982","CASA/Nurtanio NC-212 Aviocar","PK-DCR","Deraya Air Taxi","","Bontang",NA,NA,"A1",1
"13747","12-NOV-1982","Swearingen SA226-AT Merlin IV","OY-AUI","Danair","0","København-Ka...",NA,NA,"A1",1
"13748","12-NOV-1982","Cessna 501 Citation I/SP","N2627U","Cessna Aircraft","0","Wichita, KS",NA,NA,"A1",1
"13749","16-NOV-1982","Embraer C-95 Bandeirante (EMB-110)","2182","Brazilian AF","4","Rio de Janei...",NA,NA,"A1",1
"13750","16-NOV-1982","Lockheed CC-130H Hercules","130329","Canadian Armed Forces","7","Edmonton-Nam...",NA,NA,"A1",1
"13751","18-NOV-1982","Cessna 551 Citation II/SP","N2CA","Coin Acceptors","3","Mountain Vie...",NA,NA,"A1",1
"13752","22-NOV-1982","Antonov An-24B","SP-LTK","LOT","0","Berlin-Tempe...",NA,NA,"H2",1
"13753","27-NOV-1982","Tupolev Tu-154B-2","HA-LCA","Malev","0","Warszawa-Oke...",NA,NA,"H2",1
"13754","29-NOV-1982","Boeing 727-21","HK-2560","Aerotal Colombia","0","Santa Marta-...",NA,NA,"A1",1
"13755","29-NOV-1982","Antonov An-26","D2-TAB","TAAG","15","Monte Bibala",NA,NA,"A1",1
"13756","29-NOV-1982","DHC-6 Twin Otter 310","HK-2536","ACES","22","Quetame",NA,NA,"A1",1
"13757","??-NOV-1982","Douglas DC-3C","PK-OBJ","Airfast Indonesia","","Pontianak",NA,NA,"U1",1
"13758","01-DEC-1982","BN-2 Islander","","Flight Centre Victoria","0","Abbotsford A...",NA,NA,"H2",1
"13759","04-DEC-1982","Boeing 707-323B","N8434","Global Int. Airways","0","Brasilia Int...",NA,NA,"A1",1
"13760","05-DEC-1982","Douglas C-53-DO (DC-3)","N163E","private","0","Burbank/Glen...",NA,NA,"A1",1
"13761","06-DEC-1982","Learjet 35A","HB-VFO","Transair SA","0","Paris-Le Bou...",NA,NA,"A1",1
"13762","07-DEC-1982","Swearingen SA227-AC Metro III","N30093","Pioneer Airlines","2","Pueblo Memor...",NA,NA,"A1",1
"13763","09-DEC-1982","Fairchild F-27A","CC-CJE","Aeronor Chile","46","La Serena-La...",NA,NA,"A1",1
"13764","10-DEC-1982","Hawker Siddeley HS-748","PK-IHI","Bouraq Indonesia","0","Manado Airpo...",NA,NA,"A1",1
"13765","12-DEC-1982","Douglas C-47A (DC-3)","HK-2580","TALA","4+ 1","Mariquita Ai...",NA,NA,"A1",1
"13766","16-DEC-1982","Antonov An-24B","CCCP-46567","Aeroflot / Central Region","0","Sakhanskiy, ...",NA,NA,"A1",1
"13767","23-DEC-1982","Antonov An-26","CCCP-26627","Aeroflot / Turkmenistan","16","Rostov Airpo...",NA,NA,"A1",1
"13768","24-DEC-1982","Ilyushin Il-18B","B-202","CAAC","25","Guangzhou-Ba...",NA,NA,"A1",1
"13769","28-DEC-1982","Dornier Do 128-6 Turbo Skyservant","9Q-COT","SOMINKI","","",NA,NA,"U1",1
"13770","30-DEC-1982","Boeing 727","","United Airlines","0","Pittsburgh I...",NA,NA,"H2",1
"13771","??-???-1982","Douglas C-54Q (DC-4)","N111AV","Florida Aircraft Leasing","","Great Abaco",NA,NA,"U1",1
"13772","??-???-1982","DHC-6 Twin Otter 300","5A-DCW","Libyan Ministry of Agriculture","0","",NA,NA,"A1",1
"13773","??-???-1982","Douglas C-47B (DC-3)","RP-C3","Bangko Sentral Ng Pilipinas","","Manila",NA,NA,"U1",1
"13774","03-JAN-1983","Canadair CL-600 Challenger 600","N805C","A.E. Stanley Manufacturing Co.","2","Hailey-Sun V...",NA,NA,"A1",1
"13775","07-JAN-1983","Boeing 727","","Delta Air Lines","0","Boston-Logan...",NA,NA,"H2",1
"13776","07-JAN-1983","Boeing 727-86","EP-IRA","Iran Air","0","Tehran-Mehra...",NA,NA,"A1",1
"13777","09-JAN-1983","Convair CV-580-11-A","N8444H","Republic Airlines","1","Brainerd-Cro...",NA,NA,"A2",1
"13778","11-JAN-1983","Lockheed 18 Lodestar","N520R","private","0","Madison, GA",NA,NA,"A1",1
"13779","11-JAN-1983","DC-8-54F","N8053U","United Airlines","3","Detroit-Metr...",NA,NA,"A1",1
"13780","11-JAN-1983","Rockwell Sabreliner 65","N99S","Sun Oil Co","5","Toronto Inte...",NA,NA,"A1",1
"13781","12-JAN-1983","Lockheed L-1049G Super Constellatio","IN-316","Indian Navy","0","Mumbai (Bombay)",NA,NA,"A1",1
"13782","12-JAN-1983","BN-2A-21 Islander","","Indian AF","0","Alleypey",NA,NA,"A1",1
"13783","16-JAN-1983","Douglas DC-3","TG-SAB","Unknown","0","Bay City, TX",NA,NA,"A1",1
"13784","16-JAN-1983","Boeing 727-2F2","TC-JBR","THY","47","Ankara-Esenb...",NA,NA,"A1",1
"13785","16-JAN-1983","Lockheed L-1329-25 JetStar II","5A-DAR","Libyan Government","2","Tripoli",NA,NA,"A1",1
"13786","18-JAN-1983","Shorts 330-200","HS-TS.","Thai Airways","0","Chiang Mai I...",NA,NA,"H2",1
"13787","20-JAN-1983","Boeing 727","","Northwest Orient Airlines","1","Portland Int...",NA,NA,"H2",1
"13788","20-JAN-1983","Boeing 707-300","","Alyemda","0","Djibouti Air...",NA,NA,"H2",1
"13789","27-JAN-1983","Dornier Do 128-6MPA Turbo Skyservan","TJX-BO","Cameroon AF","","Douala Air Base",NA,NA,"U1",1
"13790","28-JAN-1983","DHC-6 Twin Otter 200","T-83","LADE","0","Río Gallegos...",NA,NA,"A2",1
"13791","28-JAN-1983","Boeing 747-237B","VT-EFO","Air-India","0","Delhi-Palam ...",NA,NA,"A2",1
"13792","28-JAN-1983","Airbus A300B2-101","VT-EFV","Indian Airlines","0","Delhi-Palam ...",NA,NA,"A2",1
"13793","03-FEB-1983","Antonov An-26","14-28","Cuban AF","","Playa Baraco...",NA,NA,"A1",1
"13794","06-FEB-1983","Cessna 550 Citation II","N222WL","Weatherford Services.","0","Houston-Will...",NA,NA,"A1",1
"13795","13-FEB-1983","Learjet 35A","N482U","Upali Air","6","Kuala Selang...",NA,NA,"A1",1
"13796","13-FEB-1983","Lockheed C-130H Hercules","74-1693","USAF","6","Fayetteville...",NA,NA,"A1",1
"13797","13-FEB-1983","Airbus A300B4-203","","TAA","0","Melbourne, VIC",NA,NA,"H2",1
"13798","15-FEB-1983","DHC-7-102","","Rio Airways","0","Nuevo Laredo...",NA,NA,"H2",1
"13799","15-FEB-1983","Douglas DC-3","C-FBKX","Ontario Central Airlines","0","Shamathawa, MB",NA,NA,"A1",1
"13800","15-FEB-1983","DHC-6 Twin Otter 300","N361V","Sierra Pacific Airlines","0","Hailey-Sun V...",NA,NA,"A1",1
"13801","15-FEB-1983","Antonov An-12","","Soviet AF","5","Jalalabad Ai...",NA,NA,"C1",1
"13802","17-FEB-1983","BN-2A-21 Islander","LN-MAF","Norving","","Båtsfjord Ai...",NA,NA,"U1",1
"13803","18-FEB-1983","Tupolev Tu-134A","","CSA","1","Praha-Ruzyne...",NA,NA,"H2",1
"13804","20-FEB-1983","Boeing 727-2L5","5A-DII","Libyan Arab Airlines","0","Malta-Luqa A...",NA,NA,"H2",1
